id,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,,
132584,22219,12,NULL,2,849,186,NULL,NULL,1/2/2013 8:45,NULL,0,0,1/1/2013 22:10,12.95434,77.60072,12.80257,77.70453,,
132586,22220,12,NULL,1,1086,NULL,15,32,1/2/2013 7:00,1/2/2013,0,0,1/1/2013 22:27,12.907487,77.64729,NULL,NULL,,
132593,18298,24,NULL,2,1192,832,NULL,NULL,1/2/2013 9:45,NULL,0,0,1/2/2013 7:39,12.97677,77.5727,12.88019,77.64558,,
132601,22224,12,NULL,2,1084,585,NULL,NULL,1/2/2013 15:15,NULL,0,0,1/2/2013 8:57,12.892657,77.581866,12.97677,77.5727,,
132603,22225,12,NULL,2,1173,963,NULL,NULL,1/2/2013 10:00,NULL,0,0,1/2/2013 9:06,12.959979,77.647998,12.99111,77.59204,,
132613,22231,85,NULL,2,1286,393,NULL,NULL,1/2/2013 12:45,NULL,0,0,1/2/2013 11:12,12.973448,77.62032,13.19956,77.70688,,
132622,22237,12,NULL,1,393,NULL,15,29,1/5/2013 8:15,1/7/2013,0,0,1/2/2013 12:15,13.19956,77.70688,NULL,NULL,,
132636,22244,12,NULL,2,977,1098,NULL,NULL,1/2/2013 16:30,NULL,0,0,1/2/2013 15:34,12.969933,77.533286,12.93652,77.54481,,
132647,19489,12,NULL,2,393,308,NULL,NULL,1/3/2013 1:00,NULL,1,0,1/2/2013 17:19,13.19956,77.70688,12.99049,77.69798,,
132654,21893,12,NULL,2,156,1384,NULL,NULL,1/2/2013 20:30,NULL,0,0,1/2/2013 18:41,13.02622,77.70143,13.02853,77.54625,,
132655,22253,12,NULL,2,393,58,NULL,NULL,1/2/2013 23:30,NULL,0,0,1/2/2013 18:46,13.19956,77.70688,12.88963,77.60119,,
132660,22256,12,NULL,2,1181,572,NULL,NULL,1/2/2013 21:00,NULL,0,0,1/2/2013 19:20,12.97896,77.67345,12.91873,77.61494,,
132680,18929,12,NULL,2,571,1010,NULL,NULL,1/3/2013 5:45,NULL,0,0,1/3/2013 5:27,12.95185,77.69642,12.96691,77.74935,,
132691,4141,85,NULL,2,1010,393,NULL,NULL,1/3/2013 20:30,NULL,0,0,1/3/2013 9:58,12.96691,77.74935,13.19956,77.70688,,
132696,19545,12,NULL,2,105,1334,NULL,NULL,1/3/2013 15:45,NULL,1,0,1/3/2013 11:02,13.01766,77.64503,13.050994,77.593661,,
132711,22284,28,NULL,2,207,1021,NULL,NULL,1/3/2013 22:00,NULL,0,0,1/3/2013 15:27,13.00435,77.61642,13.02853,77.54625,,
132726,18034,12,NULL,2,1183,1371,NULL,NULL,1/5/2013 7:15,NULL,0,0,1/3/2013 17:55,12.965563,77.668576,13.000418,77.674835,,
132735,22299,12,NULL,2,1150,393,NULL,NULL,1/4/2013 2:30,NULL,0,0,1/3/2013 20:09,12.99287,77.71662,13.19956,77.70688,,
132746,20764,12,NULL,2,1192,172,NULL,NULL,1/4/2013 1:30,NULL,1,0,1/3/2013 22:58,12.97677,77.5727,12.97091,77.6305,,
132753,16599,12,NULL,2,269,293,NULL,NULL,1/4/2013 8:30,NULL,0,0,1/4/2013 7:49,12.9744,77.69183,12.849482,77.663187,,
132765,15235,85,NULL,2,977,393,NULL,NULL,1/5/2013 14:45,NULL,0,0,1/4/2013 9:50,12.969933,77.533286,13.19956,77.70688,,
132774,18939,12,NULL,2,571,585,NULL,NULL,1/4/2013 18:30,NULL,0,0,1/4/2013 10:57,12.95185,77.69642,12.97677,77.5727,,
132779,20764,12,1,3,172,NULL,NULL,NULL,1/4/2013 13:30,NULL,0,0,1/4/2013 12:22,12.97091,77.6305,NULL,NULL,,
132789,19545,12,NULL,2,1068,105,NULL,NULL,1/4/2013 17:00,NULL,1,0,1/4/2013 14:28,13.044009,77.606805,13.01766,77.64503,,
132803,22333,12,NULL,2,1120,585,NULL,NULL,1/5/2013 4:45,NULL,0,0,1/4/2013 16:41,12.89724,77.61065,12.97677,77.5727,,
132805,21323,12,NULL,2,83,776,NULL,NULL,1/4/2013 17:45,NULL,0,0,1/4/2013 16:46,12.92415,77.67229,13.01508,77.67796,,
132811,92,12,NULL,2,585,693,NULL,NULL,1/4/2013 21:15,NULL,1,0,1/4/2013 18:00,12.97677,77.5727,12.90868,77.60398,,
132818,815,85,NULL,2,393,271,NULL,NULL,1/4/2013 22:30,NULL,1,0,1/4/2013 18:32,13.19956,77.70688,12.95641,77.64076,,
132819,6026,12,NULL,2,105,1120,NULL,NULL,1/5/2013 8:15,NULL,0,0,1/4/2013 18:40,13.01766,77.64503,12.89724,77.61065,,
132821,22339,12,1,3,1263,NULL,NULL,NULL,1/4/2013 21:30,NULL,0,0,1/4/2013 18:52,12.96897,77.59456,NULL,NULL,,
132822,17826,28,NULL,2,689,393,NULL,NULL,1/12/2013 3:30,NULL,1,0,1/4/2013 18:55,12.97672,77.64927,13.19956,77.70688,,
132823,22342,12,NULL,2,776,849,NULL,NULL,1/4/2013 19:30,NULL,0,0,1/4/2013 18:57,13.01508,77.67796,12.95434,77.60072,,
132830,22297,12,NULL,2,1010,1166,NULL,NULL,1/4/2013 23:00,NULL,0,0,1/4/2013 19:43,12.96691,77.74935,12.997198,77.669514,,
132838,4491,54,NULL,1,292,NULL,NULL,32,1/5/2013 6:30,1/5/2013,1,0,1/4/2013 20:45,12.93944,77.62923,NULL,NULL,,
132839,22350,12,NULL,2,136,585,NULL,NULL,1/5/2013 8:00,NULL,0,0,1/4/2013 20:51,12.90796,77.62418,12.97677,77.5727,,
132842,22353,12,NULL,2,824,393,NULL,NULL,1/5/2013 1:00,NULL,0,0,1/4/2013 21:08,13.06557,77.58646,13.19956,77.70688,,
132844,22356,12,NULL,2,393,1189,NULL,NULL,1/5/2013 1:30,NULL,1,0,1/4/2013 21:24,13.19956,77.70688,12.91873,77.61494,,
132845,9506,12,NULL,2,572,601,NULL,NULL,1/5/2013 6:30,NULL,0,0,1/4/2013 21:33,12.91873,77.61494,13.02434,77.56593,,
132848,14760,12,NULL,2,1010,571,NULL,NULL,1/5/2013 0:30,NULL,0,0,1/4/2013 22:20,12.96691,77.74935,12.95185,77.69642,,
132852,22361,12,NULL,2,1331,1238,NULL,NULL,1/5/2013 5:00,NULL,0,0,1/4/2013 22:59,12.896203,77.598108,12.92323,77.59203,,
132854,18577,12,NULL,2,1010,1189,NULL,NULL,1/5/2013 5:30,NULL,0,0,1/4/2013 23:23,12.96691,77.74935,12.91873,77.61494,,
132855,22362,12,NULL,2,768,393,NULL,NULL,1/5/2013 5:30,NULL,0,0,1/4/2013 23:26,12.98999,77.55332,13.19956,77.70688,,
132859,21864,12,NULL,2,1384,1063,NULL,NULL,1/5/2013 9:15,NULL,1,0,1/5/2013 0:11,13.02853,77.54625,12.934477,77.611284,,
132866,16,28,NULL,2,1063,52,NULL,NULL,1/5/2013 14:00,NULL,0,0,1/5/2013 9:14,12.934477,77.611284,12.94329,77.54281,,
132867,59,12,NULL,2,293,601,NULL,NULL,1/5/2013 16:30,NULL,0,0,1/5/2013 9:18,12.849482,77.663187,13.02434,77.56593,,
132869,21542,12,NULL,2,1371,136,NULL,NULL,1/6/2013 4:45,NULL,0,0,1/5/2013 9:33,13.000418,77.674835,12.90796,77.62418,,
132873,22370,12,NULL,2,1089,1010,NULL,NULL,1/5/2013 12:30,NULL,0,0,1/5/2013 10:44,12.99517,77.731147,12.96691,77.74935,,
132875,22370,12,NULL,2,1089,994,NULL,NULL,1/5/2013 20:00,NULL,0,0,1/5/2013 10:49,12.99517,77.731147,12.93965,77.74657,,
132879,2422,12,NULL,2,571,452,NULL,NULL,1/5/2013 19:45,NULL,0,0,1/5/2013 10:53,12.95185,77.69642,12.95278,77.59088,,
132880,22374,12,NULL,2,541,1165,NULL,NULL,1/5/2013 12:30,NULL,0,0,1/5/2013 11:22,12.93524,77.61997,12.990947,77.687112,,
132883,4751,12,2,3,58,NULL,NULL,NULL,1/5/2013 12:45,NULL,0,0,1/5/2013 11:46,12.88963,77.60119,NULL,NULL,,
132885,21717,12,1,3,1255,NULL,NULL,NULL,1/6/2013 6:30,1/6/2013,1,0,1/5/2013 11:53,13.016558,77.621498,NULL,NULL,,
132890,6449,12,NULL,2,977,393,NULL,NULL,1/7/2013 4:45,NULL,0,0,1/5/2013 12:49,12.969933,77.533286,13.19956,77.70688,,
132898,22382,28,NULL,2,1061,1021,NULL,NULL,1/5/2013 17:00,NULL,0,0,1/5/2013 14:04,12.924878,77.566255,13.02853,77.54625,,
132901,22383,12,NULL,2,293,296,NULL,NULL,1/6/2013 8:00,NULL,0,0,1/5/2013 15:02,12.849482,77.663187,12.96662,77.59868,,
132917,14257,12,NULL,2,1257,1053,NULL,NULL,1/6/2013 3:00,NULL,0,0,1/5/2013 17:03,12.934477,77.611284,12.912799,77.589784,,
132918,2053,12,1,3,1373,NULL,NULL,NULL,1/5/2013 18:15,NULL,0,0,1/5/2013 17:12,13.037255,77.58166,NULL,NULL,,
132923,21105,23,2,3,949,NULL,NULL,NULL,1/5/2013 21:45,NULL,0,0,1/5/2013 17:55,12.98275,77.61582,NULL,NULL,,
132928,7995,12,NULL,2,1086,1384,NULL,NULL,1/5/2013 20:30,NULL,1,0,1/5/2013 18:56,12.907487,77.64729,13.02853,77.54625,,
132930,24916,12,1,3,1383,NULL,NULL,NULL,1/6/2013 7:00,NULL,0,0,1/5/2013 19:14,12.930451,77.685822,NULL,NULL,,
132935,22395,12,NULL,2,784,571,NULL,NULL,1/5/2013 23:00,NULL,0,0,1/5/2013 19:38,12.96634,77.60709,12.95185,77.69642,,
132942,20720,12,1,3,1056,NULL,NULL,NULL,1/6/2013 10:30,NULL,0,0,1/5/2013 20:41,12.919199,77.60931,NULL,NULL,,
132945,33981,12,NULL,2,689,585,NULL,NULL,1/7/2013 5:00,NULL,1,0,1/5/2013 20:58,12.97672,77.64927,12.97677,77.5727,,
132946,22400,12,NULL,2,450,393,NULL,NULL,1/6/2013 3:30,NULL,0,0,1/5/2013 20:59,12.9334,77.62652,13.19956,77.70688,,
132953,22403,12,NULL,2,585,1301,NULL,NULL,1/6/2013 4:15,NULL,0,0,1/5/2013 21:25,12.97677,77.5727,12.937222,77.626915,,
132958,19414,28,NULL,2,949,393,NULL,NULL,1/14/2013 4:45,NULL,0,0,1/5/2013 22:43,12.98275,77.61582,13.19956,77.70688,,
132965,22413,12,NULL,2,1388,393,NULL,NULL,1/6/2013 3:45,NULL,0,0,1/6/2013 0:03,12.919722,77.592806,13.19956,77.70688,,
132972,1649,12,NULL,2,393,344,NULL,NULL,1/6/2013 9:30,NULL,0,0,1/6/2013 6:04,13.19956,77.70688,12.94788,77.67092,,
132975,22419,87,2,3,571,NULL,NULL,NULL,1/6/2013 9:00,NULL,0,0,1/6/2013 7:54,12.95185,77.69642,NULL,NULL,,
132981,15800,12,NULL,2,601,689,NULL,NULL,1/6/2013 11:30,NULL,0,0,1/6/2013 8:31,13.02434,77.56593,12.97672,77.64927,,
132984,33981,12,NULL,2,689,410,NULL,NULL,1/6/2013 10:00,NULL,0,0,1/6/2013 8:48,12.97672,77.64927,13.05121,77.54113,,
132985,15400,12,1,3,479,NULL,NULL,NULL,1/6/2013 11:00,NULL,0,0,1/6/2013 9:13,13.02298,77.60922,NULL,NULL,,
132988,4778,12,NULL,2,1136,393,NULL,NULL,1/6/2013 16:15,NULL,1,0,1/6/2013 9:24,12.99049,77.69798,13.19956,77.70688,,
132995,22428,12,NULL,2,83,1063,NULL,NULL,1/6/2013 12:15,NULL,0,0,1/6/2013 10:16,12.92415,77.67229,12.934477,77.611284,,
133008,21858,12,NULL,2,1181,58,NULL,NULL,1/6/2013 14:30,NULL,0,0,1/6/2013 12:27,12.97896,77.67345,12.88963,77.60119,,
133021,22444,12,NULL,2,150,393,NULL,NULL,1/7/2013 3:00,NULL,0,0,1/6/2013 14:28,12.89724,77.61065,13.19956,77.70688,,
133023,8467,12,1,3,471,NULL,NULL,NULL,1/6/2013 18:00,1/6/2013,1,0,1/6/2013 15:08,13.01854,77.63524,NULL,NULL,,
133026,22428,12,NULL,2,1281,83,NULL,NULL,1/6/2013 16:15,NULL,0,0,1/6/2013 15:32,12.934634,77.611283,12.92415,77.67229,,
133038,22449,12,NULL,2,1262,1192,NULL,NULL,1/6/2013 21:00,NULL,0,0,1/6/2013 18:11,12.81575,77.68465,12.97677,77.5727,,
133045,22453,12,NULL,2,822,393,NULL,NULL,1/6/2013 20:15,NULL,0,0,1/6/2013 19:50,13.01024,77.58056,13.19956,77.70688,,
133046,22454,12,NULL,2,1010,571,NULL,NULL,1/6/2013 21:30,NULL,1,0,1/6/2013 19:54,12.96691,77.74935,12.95185,77.69642,,
133050,22458,12,NULL,2,1192,396,NULL,NULL,1/6/2013 22:30,NULL,0,0,1/6/2013 20:28,12.97677,77.5727,12.92073,77.66482,,
133054,22451,65,NULL,2,974,393,NULL,NULL,1/6/2013 23:30,NULL,0,0,1/6/2013 20:54,13.07557,77.55904,13.19956,77.70688,,
133055,15932,12,NULL,2,1191,1038,NULL,NULL,1/7/2013 8:00,NULL,1,0,1/6/2013 21:41,13.03017,77.56684,12.981266,77.637162,,
133057,22461,12,1,3,149,NULL,NULL,NULL,1/7/2013 8:30,NULL,0,0,1/6/2013 22:10,12.93022,77.56039,NULL,NULL,,
133068,22465,12,NULL,2,1010,176,NULL,NULL,1/7/2013 5:30,NULL,0,0,1/7/2013 5:05,12.96691,77.74935,12.9073,77.69512,,
133069,12973,12,NULL,2,137,97,NULL,NULL,1/7/2013 10:00,NULL,0,0,1/7/2013 7:00,12.81575,77.68465,12.97943,77.66125,,
133070,17664,12,NULL,2,767,221,NULL,NULL,1/7/2013 11:30,NULL,1,0,1/7/2013 7:07,12.9122,77.51043,12.98541,77.57891,,
133089,17225,24,NULL,2,391,393,NULL,NULL,1/7/2013 12:30,NULL,0,0,1/7/2013 10:42,12.98099,77.60209,13.19956,77.70688,,
133104,19387,12,NULL,2,1068,776,NULL,NULL,1/7/2013 17:30,NULL,1,0,1/7/2013 13:59,13.044009,77.606805,13.01508,77.67796,,
133111,19424,24,NULL,2,393,458,NULL,NULL,1/7/2013 18:30,NULL,0,0,1/7/2013 15:55,13.19956,77.70688,13.00037,77.72746,,
133140,22497,12,NULL,2,1056,393,NULL,NULL,1/12/2013 3:30,NULL,1,0,1/7/2013 19:55,12.919199,77.60931,13.19956,77.70688,,
133141,22498,12,NULL,2,1058,1063,NULL,NULL,1/7/2013 21:30,NULL,0,0,1/7/2013 20:11,12.914535,77.631658,12.934477,77.611284,,
133151,22504,12,NULL,2,1390,393,NULL,NULL,1/8/2013 7:45,NULL,0,0,1/7/2013 23:15,12.969368,77.641302,13.19956,77.70688,,
133153,22506,12,NULL,2,1058,585,NULL,NULL,1/8/2013 0:00,NULL,0,0,1/7/2013 23:23,12.914535,77.631658,12.97677,77.5727,,
133154,22507,12,NULL,2,297,142,NULL,NULL,1/8/2013 0:00,NULL,0,0,1/7/2013 23:44,12.99789,77.61488,12.91281,77.60923,,
133164,22514,12,2,3,393,NULL,NULL,NULL,1/8/2013 9:00,NULL,0,0,1/8/2013 7:57,13.19956,77.70688,NULL,NULL,,
133168,22517,12,NULL,2,1102,1010,NULL,NULL,1/8/2013 10:00,NULL,0,0,1/8/2013 8:51,12.93652,77.54481,12.96691,77.74935,,
133169,21282,12,NULL,2,393,1175,NULL,NULL,1/8/2013 11:30,NULL,0,0,1/8/2013 8:59,13.19956,77.70688,12.959979,77.647998,,
133171,22518,12,NULL,2,1057,392,NULL,NULL,1/8/2013 10:00,NULL,0,0,1/8/2013 9:28,12.916156,77.643803,12.986284,77.735245,,
133176,5322,12,NULL,2,455,61,NULL,NULL,1/9/2013 6:00,NULL,0,0,1/8/2013 10:42,12.999874,77.67812,12.96298,77.71229,,
133178,1256,12,1,3,58,NULL,NULL,NULL,1/8/2013 13:00,NULL,0,0,1/8/2013 11:35,12.88963,77.60119,NULL,NULL,,
133183,21626,12,1,3,410,NULL,NULL,NULL,1/9/2013 15:00,NULL,0,0,1/8/2013 12:54,13.05121,77.54113,NULL,NULL,,
133187,21889,12,NULL,2,83,393,NULL,NULL,1/8/2013 23:45,NULL,1,0,1/8/2013 14:17,12.92415,77.67229,13.19956,77.70688,,
133188,1489,28,1,3,297,NULL,NULL,NULL,1/8/2013 16:00,1/8/2013,0,0,1/8/2013 14:21,12.99789,77.61488,NULL,NULL,,
133209,22530,12,NULL,2,1032,393,NULL,NULL,1/8/2013 18:15,NULL,0,0,1/8/2013 17:19,12.913301,77.685592,13.19956,77.70688,,
133211,6474,65,NULL,1,142,NULL,1,131,1/19/2013 4:00,1/20/2013,1,0,1/8/2013 18:12,12.91281,77.60923,NULL,NULL,,
133218,33008,85,NULL,2,1021,1010,NULL,NULL,1/9/2013 7:15,NULL,0,0,1/8/2013 19:19,13.02853,77.54625,12.96691,77.74935,,
133226,18027,12,NULL,2,1010,136,NULL,NULL,1/9/2013 22:00,NULL,0,0,1/8/2013 20:27,12.96691,77.74935,12.90796,77.62418,,
133233,13669,12,NULL,2,1165,585,NULL,NULL,1/9/2013 15:00,NULL,1,0,1/8/2013 21:22,12.990947,77.687112,12.97677,77.5727,,
133243,864,12,NULL,2,1084,1378,NULL,NULL,1/9/2013 7:15,NULL,0,0,1/8/2013 22:49,12.892657,77.581866,12.827912,77.679642,,
133246,22549,28,NULL,2,949,1102,NULL,NULL,1/9/2013 8:00,NULL,0,0,1/9/2013 0:05,12.98275,77.61582,12.93652,77.54481,,
133253,21520,12,NULL,2,1096,1021,NULL,NULL,1/10/2013 15:15,NULL,0,0,1/9/2013 9:03,12.96519,77.71932,13.02853,77.54625,,
133260,22558,12,NULL,2,1189,393,NULL,NULL,1/9/2013 11:00,NULL,0,0,1/9/2013 10:23,12.91873,77.61494,13.19956,77.70688,,
133275,22565,12,NULL,2,83,585,NULL,NULL,1/9/2013 16:30,NULL,1,0,1/9/2013 12:46,12.92415,77.67229,12.97677,77.5727,,
133291,81,28,NULL,2,97,484,NULL,NULL,1/11/2013 7:15,NULL,1,0,1/9/2013 15:58,12.97943,77.66125,12.90013,77.48279,,
133298,22579,12,NULL,2,253,793,NULL,NULL,1/9/2013 17:45,NULL,0,0,1/9/2013 17:22,12.97635,77.61468,13.02239,77.59492,,
133301,22581,12,NULL,2,542,585,NULL,NULL,1/9/2013 22:00,NULL,0,0,1/9/2013 18:04,12.93823,77.62289,12.97677,77.5727,,
133302,22582,12,NULL,2,1194,570,NULL,NULL,1/9/2013 20:00,NULL,0,0,1/9/2013 18:14,13.00446,77.56923,12.94832,77.5882,,
133319,81,12,NULL,2,97,206,NULL,NULL,1/10/2013 20:00,NULL,1,0,1/9/2013 20:05,12.97943,77.66125,12.97561,77.60233,,
133330,22600,12,NULL,2,1186,393,NULL,NULL,1/10/2013 6:45,NULL,0,0,1/9/2013 21:52,13.00983,77.62967,13.19956,77.70688,,
133341,16829,28,1,3,832,NULL,NULL,NULL,1/10/2013 11:30,1/10/2013,1,0,1/9/2013 23:59,12.88019,77.64558,NULL,NULL,,
133343,19489,24,NULL,2,308,393,NULL,NULL,1/10/2013 17:30,1/10/2013,1,0,1/10/2013 0:14,12.99049,77.69798,13.19956,77.70688,,
133344,22609,12,NULL,2,492,585,NULL,NULL,1/10/2013 18:45,NULL,1,0,1/10/2013 0:30,12.851218,77.521664,12.97677,77.5727,,
133345,22610,12,1,3,448,NULL,NULL,NULL,1/11/2013 13:30,1/11/2013,1,0,1/10/2013 0:59,12.92732,77.63575,NULL,NULL,,
133348,22612,85,NULL,2,1230,293,NULL,NULL,1/10/2013 14:30,NULL,0,0,1/10/2013 5:41,13.02239,77.59492,12.849482,77.663187,,
133349,564,65,2,3,1305,NULL,NULL,NULL,1/10/2013 8:45,1/10/2013,1,0,1/10/2013 7:02,12.964789,77.598602,NULL,NULL,,
133359,22620,12,NULL,2,570,393,NULL,NULL,1/11/2013 5:30,NULL,0,0,1/10/2013 9:40,12.94832,77.5882,13.19956,77.70688,,
133365,1870,12,1,3,352,NULL,NULL,NULL,1/10/2013 12:00,NULL,0,0,1/10/2013 11:07,13.03369,77.62821,NULL,NULL,,
133369,22564,12,NULL,2,585,571,NULL,NULL,1/10/2013 12:30,NULL,0,0,1/10/2013 12:01,12.97677,77.5727,12.95185,77.69642,,
133380,22634,12,NULL,2,1096,458,NULL,NULL,1/10/2013 15:15,NULL,0,0,1/10/2013 14:11,12.96519,77.71932,13.00037,77.72746,,
133409,22650,12,NULL,2,1102,1147,NULL,NULL,1/10/2013 19:00,NULL,0,0,1/10/2013 18:25,12.93652,77.54481,13.03064,77.6491,,
133414,8769,12,NULL,2,393,83,NULL,NULL,1/12/2013 0:30,NULL,1,0,1/10/2013 19:00,13.19956,77.70688,12.92415,77.67229,,
133423,3725,12,NULL,2,1017,585,NULL,NULL,1/11/2013 6:30,NULL,0,0,1/10/2013 19:30,13.11084,77.60074,12.97677,77.5727,,
133425,7071,28,NULL,2,689,105,NULL,NULL,1/11/2013 6:30,NULL,0,0,1/10/2013 19:50,12.97672,77.64927,13.01766,77.64503,,
133427,22656,12,1,3,689,NULL,NULL,NULL,1/10/2013 21:00,NULL,0,0,1/10/2013 20:07,12.97672,77.64927,NULL,NULL,,
133428,22657,12,2,3,824,NULL,NULL,NULL,1/11/2013 8:30,NULL,0,0,1/10/2013 20:09,13.06557,77.58646,NULL,NULL,,
133430,22660,12,NULL,2,1026,218,NULL,NULL,1/13/2013 5:30,NULL,0,0,1/10/2013 20:48,13.10482,77.57631,12.96799,77.58882,,
133435,22664,12,NULL,2,776,393,NULL,NULL,1/11/2013 9:00,NULL,1,0,1/10/2013 21:14,13.01508,77.67796,13.19956,77.70688,,
133437,22666,12,NULL,2,89,1107,NULL,NULL,1/13/2013 7:00,NULL,0,0,1/10/2013 21:32,12.96519,77.71932,12.98411,77.532871,,
133441,22670,12,NULL,2,1263,1373,NULL,NULL,1/10/2013 23:15,NULL,0,0,1/10/2013 22:03,12.96897,77.59456,13.037255,77.58166,,
133444,16504,12,NULL,2,571,585,NULL,NULL,1/11/2013 6:45,NULL,1,0,1/10/2013 22:22,12.95185,77.69642,12.97677,77.5727,,
133447,19124,12,NULL,2,1038,788,NULL,NULL,1/11/2013 9:00,NULL,0,0,1/10/2013 22:50,12.981266,77.637162,12.92471,77.49867,,
133452,22675,12,1,3,463,NULL,NULL,NULL,1/11/2013 10:00,1/11/2013,1,0,1/10/2013 23:11,12.96037,77.58132,NULL,NULL,,
133460,12827,12,NULL,2,793,1038,NULL,NULL,1/11/2013 8:15,NULL,0,0,1/11/2013 6:20,13.02239,77.59492,12.981266,77.637162,,
133463,24527,12,NULL,2,1120,393,NULL,NULL,1/11/2013 10:00,NULL,1,0,1/11/2013 7:06,12.89724,77.61065,13.19956,77.70688,,
133465,22664,12,2,3,776,NULL,NULL,NULL,1/11/2013 9:00,NULL,0,0,1/11/2013 7:59,13.01508,77.67796,NULL,NULL,,
133467,26148,12,2,3,571,NULL,NULL,NULL,1/11/2013 10:30,NULL,0,0,1/11/2013 8:04,12.95185,77.69642,NULL,NULL,,
133472,22683,65,NULL,2,833,393,NULL,NULL,1/11/2013 23:45,NULL,0,0,1/11/2013 8:30,12.95862,77.69602,13.19956,77.70688,,
133480,22685,12,2,3,115,NULL,NULL,NULL,1/11/2013 10:30,NULL,0,0,1/11/2013 9:07,12.99319,77.54472,NULL,NULL,,
133489,22687,12,NULL,2,344,393,NULL,NULL,1/11/2013 16:30,NULL,0,0,1/11/2013 10:22,12.94788,77.67092,13.19956,77.70688,,
133501,4942,12,NULL,2,353,1021,NULL,NULL,1/11/2013 21:45,NULL,0,0,1/11/2013 11:49,13.03241,77.59914,13.02853,77.54625,,
133506,22694,12,1,3,142,NULL,NULL,NULL,1/11/2013 15:00,NULL,0,0,1/11/2013 12:31,12.91281,77.60923,NULL,NULL,,
133510,21029,12,NULL,2,1189,85,NULL,NULL,1/12/2013 6:30,NULL,1,0,1/11/2013 13:13,12.91873,77.61494,12.95755,77.71803,,
133521,22989,12,NULL,2,1083,393,NULL,NULL,1/12/2013 5:00,NULL,1,0,1/11/2013 14:15,12.900648,77.589183,13.19956,77.70688,,
133524,20720,12,NULL,2,1010,1358,NULL,NULL,1/11/2013 15:45,NULL,0,0,1/11/2013 14:41,12.96691,77.74935,12.933609,77.61656,,
133540,22712,12,NULL,2,391,1214,NULL,NULL,1/11/2013 22:30,NULL,1,0,1/11/2013 16:59,12.98099,77.60209,12.97672,77.64927,,
133542,17854,12,NULL,2,1161,392,NULL,NULL,1/11/2013 19:30,NULL,0,0,1/11/2013 17:24,12.92732,77.63575,12.986284,77.735245,,
133544,22715,12,NULL,2,1021,353,NULL,NULL,1/11/2013 20:30,NULL,0,0,1/11/2013 17:37,13.02853,77.54625,13.03241,77.59914,,
133547,22719,65,NULL,2,393,1038,NULL,NULL,1/12/2013 16:45,NULL,1,0,1/11/2013 18:00,13.19956,77.70688,12.981266,77.637162,,
133549,22722,12,NULL,2,1147,393,NULL,NULL,1/11/2013 23:00,NULL,0,0,1/11/2013 18:11,13.03064,77.6491,13.19956,77.70688,,
133556,22459,12,NULL,2,115,363,NULL,NULL,1/11/2013 21:00,NULL,0,0,1/11/2013 19:30,12.99319,77.54472,12.99287,77.71662,,
133559,22727,85,NULL,2,988,1384,NULL,NULL,1/11/2013 22:00,NULL,1,0,1/11/2013 19:43,12.95365,77.62137,13.02853,77.54625,,
133561,22727,85,NULL,2,1384,988,NULL,NULL,1/12/2013 0:00,NULL,0,0,1/11/2013 20:03,13.02853,77.54625,12.95365,77.62137,,
